"Karen Morris",Carroll,3.96,546,1.00,97.00,3.00,1.00,0.00,0.00,"Diversity and the Community Diversity and the Family Diversity and the Self"
"Lilia Caroline",Dobos,2.97,106,14.00,40.00,29.00,6.00,3.00,11.00,"Composition and Research"
"Katelin Elizabeth",Anderson,2.82,100,17.00,30.00,26.00,17.00,2.00,8.00,"Composition and Research"
"Keota S.",Silaphone,2.36,775,10.00,12.00,33.00,30.00,12.00,6.00,"Earth and Space Science Environmental Science: Concepts and Methods Map Interpretation and Analysis"
Jessica,McInerney,3.05,354,4.00,48.00,26.00,14.00,4.00,8.00,"World Civilizations"
"Meghan S",East,2.99,984,3.00,24.00,52.00,20.00,3.00,1.00,"Clinical Biochemistry I Clinical Biochemistry II Clinical Seminar Hematology I Hematology II Human Pathophysiology for Health Care Majors Medical Terminology Principles of Medical Laboratory Science"
Jihyun,Eun,3.11,652,2.00,31.00,52.00,16.00,1.00,1.00,"Business and Society Management and Organizational Behavior Personal and Professional Development for Business Small Business Consulting"
"Danielle M.",Cumming,2.51,268,8.00,39.00,20.00,8.00,5.00,23.00,"Class Guitar I Introduction to Music Theory Music Perception I Performance Class Popular Music After 1945 Special Topics in Music"
"Amanda M",Hipszer,4.00,94,0.00,100.00,0.00,0.00,0.00,0.00,"Human Behavior in the Social Environment II Privilege and Oppression Social Work Practice I Social Work Practice II Social Work Research II"
"Joy A",Reckley-Murphy,3.86,162,2.00,90.00,7.00,2.00,0.00,2.00,"Privilege and Oppression Social Work Practice II Theoretical Analysis I: Diversity, Human Development and Inequities Across the Life Course"
"Heather S",Diehl,3.59,160,2.00,76.00,14.00,5.00,2.00,4.00,"Basic Interviewing: Skills and Techniques Social Welfare Policy Practice: Analyst and Advocate Social Work with Families and Children Social Work with LGBTQ Persons Theoretical Analysis I: Diversity, Human Development and Inequities Across the Life Course"
"Mark F",Frana,2.43,969,6.00,16.00,32.00,29.00,13.00,6.00,"Immunology Microbiology Virology"
"Ellis Eugene",Williams,3.06,862,3.00,36.00,41.00,15.00,4.00,3.00,"Advanced Special Topics in Biology Astrobiology Biology of Cell Membranes Cell Biology Issues in the Natural Sciences"
Yun-Kyoung,Kim,3.01,440,7.00,27.00,50.00,14.00,2.00,4.00,"Management and Organizational Behavior Management of the Multinational Business Personal and Professional Development for Business Special Topics in Management"
"Joshua P",Bolton,3.05,374,2.00,30.00,49.00,17.00,3.00,2.00,"Communication Seminar Fundamentals of Communication Introduction to Human Communication Studies Introduction to Public Relations Persuasion and Argumentation Political Communication Public Relations Cases and Strategies Studies in Public Relations/Strategic Communication Writing for the Professions"
Ning,Li,2.31,511,3.00,17.00,32.00,28.00,10.00,13.00,"Econometrics Intermediate Microeconomics Principles of Microeconomics The Economics of Health Care"
"Adam H.",Wood,3.33,297,6.00,53.00,30.00,9.00,2.00,4.00,"American Novel II: 1900 to the Present American Realism and Naturalism (1865-1925) Aspects of the Novel Contemporary Trends in American Literature Nature in Literature Studies in English Literature"
"Anna Michele",Hornstein,2.79,162,3.00,38.00,25.00,24.00,4.00,10.00,"Fitness Testing"
"John Olufemi",Adeogun,3.18,66,2.00,44.00,38.00,13.00,0.00,5.00,"Fitness Testing"
"Ayse Asli","Eksi Linderkamp",2.66,260,4.00,22.00,39.00,25.00,8.00,5.00,"Financial Derivatives Financial Management Investments I"
"Susan L",Mahoney,2.76,50,16.00,20.00,42.00,10.00,6.00,6.00,"Elementary French I Fundamentals of Interdisciplinary Studies"
"Ronald J",Dziwenka,2.35,521,12.00,24.00,23.00,20.00,7.00,17.00,"World Civilizations"
"Brenda Figgs",Short,2.78,701,5.00,39.00,26.00,15.00,7.00,11.00,"Modern Statistics with Computer Analysis"
"Keith Allwin",Donoway,2.56,94,5.00,23.00,31.00,28.00,8.00,8.00,"Introduction to Applied Calculus Modern Statistics with Computer Analysis"
"Bernard F.",McGorry,3.81,136,1.00,84.00,14.00,3.00,0.00,0.00,"Marketing Research Principles of Marketing Management"
"Jeffrey Allan",Willey,3.17,469,0.00,28.00,64.00,10.00,0.00,0.00,"Health Assessment Nursing Leadership and Management Psychiatric Mental Health Senior Seminar"
"Joerg P",Tuske,2.35,729,6.00,20.00,28.00,25.00,11.00,13.00,"Buddhist Philosophy Critical Thinking History of Ideas Introduction to Asian Philosophy Introduction to Symbolic Logic Mind, Brains and Machines Mind, Language and World: Themes In Analytical Philosophy Minds, Brains and Machines Proseminar in Philosophy Theory of Knowledge Topics in Asian Philosophy"
"Steven M",Binz,2.45,799,12.00,22.00,27.00,24.00,8.00,11.00,"Digital Electronics General Physics I General Physics II Intermediate Special Topics in Physics Physics I Physics II"
"Joseph W.",Howard,3.01,777,5.00,41.00,29.00,18.00,5.00,5.00,"Electricity and Magnetism General Physics I Introduction to Astronomy Introduction to Quantum Mechanics Physical Science Physics I Physics II Principles of Astronomy Semiconductor Physics Senior Seminar"
"Andrea L",Suk,3.49,269,3.00,70.00,17.00,7.00,2.00,4.00,"Classroom Management Inclusive Instruction for Secondary Teachers School in a Diverse Society"
"Christina M",Diamonte-Mock,3.70,322,2.00,75.00,21.00,2.00,1.00,2.00,"Field Instruction in Social Work I Field Instruction in Social Work II Social Welfare History and Contemporary Issues Social Welfare Policy Practice: Analyst and Advocate Social Work Practice I Social Work with Families and Children Teen Angst: Understanding Adolescent Health and Mental Health"
"Brian N.",Stiegler,3.32,142,7.00,55.00,24.00,10.00,2.00,5.00,"Advanced Stylistics and Oral Expression Elementary Spanish I Oral and Written Composition Spanish Culture and Civilization"
"Anthony J",Rojas,2.89,418,9.00,35.00,28.00,19.00,6.00,6.00,"Fundamentals of Inorganic Chemistr General Chemistry I General Chemistry II Issues in the Natural Sciences"
"Leslie A",Sinclair,3.58,141,4.00,66.00,25.00,3.00,2.00,2.00,"Collaboration and Cooperation in Early Childhood Communities"
"Kristin L.",Carlson,3.60,35,0.00,63.00,35.00,3.00,0.00,0.00,"Creative Arts Instruction"
"Larry Albert",Harris,3.77,158,5.00,80.00,12.00,5.00,1.00,0.00,"Diversity and the Community Diversity and the Self"
"Brian M",Flores,3.88,433,2.00,90.00,8.00,1.00,0.00,1.00,"Clinical Practice Seminar Integrated Reading and Language Arts Grades 3-6 Integrated Reading and Language Arts Grades K-3 Introduction to Teaching Literacy Assessment and Intervention"
"Carolyne Marie",King,3.11,206,7.00,48.00,27.00,11.00,3.00,8.00,"Composition and Research Composition III Composition Theory Topics in Professional Writing Topics in Writing and Rhetoric"
"Steven R",Shoop,3.09,106,6.00,46.00,29.00,13.00,1.00,8.00,"Composition and Research"
"Chiara Elena",Benato,2.64,108,4.00,36.00,25.00,19.00,2.00,16.00,"Composition and Research"
"Devon Rose",Bristow,2.56,183,4.00,34.00,25.00,17.00,5.00,17.00,"Composition and Research"
"Jacey Megan",Young,2.98,53,6.00,59.00,8.00,10.00,6.00,14.00,"Composition and Research"
"Morgan Elizabeth",McGlone-Smith,3.16,106,10.00,52.00,21.00,6.00,5.00,8.00,"Composition and Research"
"Anne Marie",Silva,2.68,107,13.00,31.00,29.00,14.00,2.00,15.00,"Composition and Research"
"Olivia Nicole",Imirie,2.78,187,9.00,35.00,32.00,11.00,4.00,13.00,"Composition and Research"
"Karen E.",Papke-Shields,3.07,552,8.00,35.00,37.00,17.00,3.00,2.00,"Advanced Topics in ERP Enterprise Systems and Integrated Business Processes Operations Management"
"Randall E",Cone,2.76,1080,15.00,34.00,24.00,15.00,4.00,11.00,"Calculus I Calculus II Calculus III Computer Graphics Computer Science I High-Performance Computing Introduction to Discrete Mathematics Introductory Scientific Programming Linear Algebra Numerical Linear Algebra Numerical Methods Programming Fundamentals Special Topics Theory of Computation Theory of Numbers"
"Stacy Marie",McGrath,3.02,382,1.00,24.00,56.00,19.00,2.00,1.00,"Introduction to Professional Nursing Practice Nursing Care of Adults II Research Methods in Nursing"
"Stephen M",Padgett,2.98,119,0.00,21.00,59.00,21.00,1.00,0.00,"Community Health Nursing: A Rural Perspective"
"Lori R",Engle,3.35,305,4.00,51.00,36.00,8.00,2.00,2.00,"Human Behavior in the Social Environment II Introduction to the Social Work Profession Social Work with Families and Children Theoretical Analysis I: Diversity, Human Development and Inequities Across the Life Course"
"Erin S",Crissman,3.06,235,3.00,48.00,25.00,16.00,6.00,6.00,"Elementary Spanish I Elementary Spanish II"
"Megan S",Kelly,2.92,248,3.00,40.00,28.00,20.00,5.00,7.00,"Cost Accounting I Introduction to Managerial Accounting"
"Erik J",Larsen,0.00,171,62.00,0.00,0.00,0.00,0.00,39.00,"Personal and Professional Development for Business"
Junyi,Tu,2.42,350,18.00,17.00,24.00,28.00,7.00,8.00,"Computer Science II Programming Fundamentals Theory of Computation"
"Thomas Joseph",Hamill,3.08,109,6.00,34.00,47.00,7.00,2.00,6.00,"Learning and Assessment for Diverse Classrooms"
"Julia Wright",Howard,3.80,212,2.00,89.00,7.00,1.00,1.00,3.00,"Clinical Practice Seminar Diversity and the Community Diversity and the Family Diversity in Education Integrated Reading and Language Arts Grades K-3"
"Bonnie Hall",Ennis,3.78,199,2.00,85.00,11.00,2.00,0.00,3.00,"Mathematics Instruction Teaching Mathematics in Early Childhood Classrooms Teaching Mathematics in Elementary Classrooms"
"Eric Stephen",Stull,2.62,47,5.00,32.00,30.00,18.00,0.00,18.00,"Composition and Research"
"Kevin Francis",Deminne,3.49,59,0.00,70.00,17.00,9.00,4.00,2.00,"Fitness Testing"
Kevin,Young,3.13,41,5.00,44.00,27.00,18.00,8.00,0.00,"Fitness Testing"
Shan,Lei,1.97,221,9.00,7.00,28.00,27.00,20.00,12.00,"Financial Management Retirement Planning"
"Deanna Lea",Schloemer,0.00,2,50.00,0.00,0.00,0.00,0.00,50.00,"First Aid and Emergency Care"
"Seth Andrew",Endicott,3.33,148,5.00,60.00,24.00,4.00,3.00,7.00,"Advanced Learning Strategies"
"Alexandria G",McCombs,2.87,297,10.00,31.00,32.00,21.00,4.00,6.00,"Atmospheric Data Analysis and Programming Dimensions of Climatic Change Introduction to Physical Geography"
"Brent J.",Zaprowski,2.69,1352,4.00,24.00,37.00,26.00,8.00,5.00,"Coastal Processes Earth and Space Science Earth Science Seminar Geomorphology Introduction to Geologic Principles Introduction to Oceans and Coasts Introduction to Physical Geology Issues in the Natural Sciences Sediment Analysis"
"John Sherwood",Penuel,2.58,138,7.00,29.00,29.00,19.00,6.00,14.00,"World Civilizations"
"Catherine Ann",Jackson,3.20,411,5.00,54.00,27.00,8.00,1.00,9.00,"Fundamentals of Interdisciplinary Studies Special Topics in Interdisciplinary Studies"
"Averill Vernon",Anderson,2.64,160,7.00,25.00,31.00,26.00,7.00,7.00,"Informaion Systems Concepts for Management"
Yuqi,Peng,3.26,232,4.00,50.00,30.00,13.00,1.00,4.00,"Business Applications Development Intermediate Business Statistics"
"Amy Demetra-Geae",Vennos,3.21,411,4.00,56.00,22.00,9.00,4.00,7.00,"Calculus I College Algebra and Trigonometry Data, Probability and Algebra Connections Modern Statistics with Computer Analysis Statistics Laboratory"
"Kyle G",Teller,2.61,361,15.00,27.00,24.00,19.00,10.00,8.00,"Calculus I Calculus II Introduction to Applied Calculus Modern Statistics with Computer Analysis Statistical Thinking"
Amit,Poddar,2.84,301,4.00,18.00,51.00,24.00,3.00,1.00,"Advanced Professional Selling Principles of Marketing Management Professional Selling"
Gustavo,Schneider,3.30,227,1.00,44.00,46.00,9.00,1.00,1.00,"Marketing Research Special Topics in Marketing Sports and Event Marketing"
"Lawrence E",Knier,3.64,873,4.00,74.00,17.00,4.00,1.00,3.00,"Chamber Music Ensembles Concert Band Conducting and Score Reading Instrumental Techniques - Brass Instrumental Techniques - Woodwinds Music Appreciation Music Perception III Music Perception IV Performance Class"
"Jacqueline Rose",Messner,2.84,287,2.00,19.00,49.00,30.00,2.00,1.00,"Health Assessment Research Methods in Nursing"
"Donna M",Martin,3.01,271,0.00,17.00,69.00,16.00,0.00,0.00,"Community Health Nursing: A Rural Perspective Psychiatric Mental Health"
"Michelle Nicole",Fletcher,3.50,183,4.00,72.00,13.00,7.00,2.00,5.00,"Civil Rights and Liberties Introduction to American Public Policy Public Administration Public Policy Analysis Studies in Political Science The Presidency in American Politics"
Deeya,Mitra,3.17,305,2.00,40.00,40.00,16.00,2.00,2.00,"Developmental Psychology Multicultural Issues Psychology of Aging Research Methods"
"Daniel C",Green,3.42,121,2.00,58.00,34.00,3.00,2.00,4.00,"Social Welfare History and Contemporary Issues Social Welfare Policy Practice: Analyst and Advocate"
"Vivian R.",Shannon-Ramsey,2.98,288,6.00,40.00,30.00,17.00,4.00,6.00,"Basic Interviewing: Skills and Techniques Human Behavior in the Social Environment II Introduction to the Social Work Profession Social Welfare Policy Practice: Analyst and Advocate Social Work Practice III Theoretical Analysis I: Diversity, Human Development and Inequities Across the Life Course"
"Elizabeth A. B.",Emmert,2.47,999,8.00,16.00,35.00,29.00,9.00,7.00,"Biology: Concepts and Methods Environmental Microbiology Medical Microbiology Microbiology"
"Ryan C.",Taylor,2.17,1564,11.00,14.00,28.00,24.00,12.00,14.00,"Human Anatomy and Physiology I"
"Noah R",Bressman,2.17,310,14.00,15.00,20.00,30.00,12.00,11.00,"Biology of The Vertebrates Human Anatomy and Physiology II"
"Joshua E",Sokoloski,2.63,723,8.00,28.00,27.00,24.00,8.00,8.00,"Biochemical Methods Biochemistry I Biochemistry II General Chemistry I General Chemistry II Issues in the Natural Sciences Laboratory Safety"
Soeun,You,2.99,315,5.00,45.00,25.00,16.00,6.00,7.00,"Introduction to Computer Systems Programming Fundamentals"
Gurupriya,Ramanathan,3.52,182,2.00,66.00,27.00,3.00,2.00,3.00,"Collaboration and Cooperation in Early Childhood Communities Integrating Early Childhood Curriculum Introduction to Teaching Teaching Science in Early Childhood Classrooms"
"Hunter Charles",Whitt,3.04,107,4.00,58.00,16.00,6.00,2.00,15.00,"Composition and Research"
Kelsie,Endicott,3.18,63,13.00,50.00,24.00,4.00,4.00,8.00,"Composition and Research"
"Kylie Renee",Sommer,3.00,106,6.00,45.00,28.00,11.00,3.00,10.00,"Composition and Research"
Faezeh,"Barahouei Pasandi",2.65,53,2.00,38.00,23.00,17.00,8.00,14.00,"Composition and Research"
"Jessica Paige",Clatterbuck,3.19,106,10.00,55.00,20.00,5.00,1.00,11.00,"Composition and Research"
"Clare Kathleen",Kelly,2.72,105,12.00,28.00,33.00,17.00,1.00,12.00,"Composition and Research"
Laura,"Villalobos Fiatt",2.91,129,7.00,28.00,37.00,25.00,3.00,3.00,"Econometrics Environmental and Natural Resource Economics Environmental Studies: Methods and Analysis Principles of Environmental Economics Principles of Microeconomics"
"David J",Yoon,3.31,342,2.00,49.00,38.00,9.00,2.00,2.00,"Compensation Management and Organizational Behavior Personal and Professional Development for Business Staffing Organizations"
Ronei,"Leonel Jr",3.10,221,1.00,31.00,53.00,15.00,2.00,1.00,"Business and Society Small Business Consulting"
"Memo F.",Diriker,3.12,242,1.00,23.00,67.00,10.00,0.00,1.00,"International Marketing Principles of Marketing Management Special Topics in Marketing"
"Debra J","Van Dyke",2.67,63,0.00,0.00,67.00,34.00,0.00,0.00,"Community Health Nursing: A Rural Perspective"
"Christine Frances",Vassallo-Oby,2.63,324,3.00,22.00,43.00,19.00,7.00,9.00,"Cultural Anthropology and Linguistics Social Problems Sociology of Mental Health Studies in Sociology"
"Emilee D",Howard,3.65,31,0.00,75.00,20.00,4.00,4.00,0.00,"Human Behavior in the Social Environment II Theoretical Analysis I: Diversity, Human Development and Inequities Across the Life Course"
"Kathleen S",Arban,3.36,70,6.00,58.00,23.00,9.00,3.00,3.00,"Privilege and Oppression Social Work with Families and Children"
"Erica Zoe",Fielder,3.76,67,0.00,89.00,8.00,0.00,2.00,3.00,"Social Work Practice I Social Work Practice III"
"David P",Weber,2.76,288,6.00,28.00,30.00,29.00,6.00,4.00,"Advanced Fraud Examination Fraud Examination Experiential Learning I Fraud Examination Experiential Learning II Introduction to Managerial Accounting White Collar Crime"
Edward,"Brown III",3.26,330,4.00,50.00,34.00,9.00,1.00,5.00,"Drawing I Drawing II Painting I Painting II Sophomore Seminar"
"Mary Roman",Gunther,2.96,938,5.00,33.00,36.00,21.00,5.00,3.00,"Biology and Society Fundamentals of Biology Introduction to Enviromental Science Introduction to Environmental Science Issues in the Natural Sciences"
"Michael D.",Moeder,3.33,1300,2.00,56.00,28.00,11.00,1.00,4.00,"Communication Seminar Dramatic Writing for Media Introduction to Mass Media Mass Communication Law Media Criticism and Analysis Screenwriting Writing for Media"
Meredith,Morgoch,3.59,118,3.00,67.00,23.00,7.00,0.00,1.00,"Communication Research Environmental Communication Introduction to Public Relations"
"Alexia Jordan",Buono,3.75,101,0.00,83.00,11.00,7.00,0.00,0.00,"Creative Arts Instruction Diversity in Education"
"Heather Joy",Matthews,3.93,143,1.00,94.00,5.00,2.00,0.00,0.00,"Integrated Reading and Language Arts Grades K-3 Literature for Children"
"Haley J",Cristea,2.76,41,20.00,32.00,20.00,18.00,3.00,10.00,"Composition and Research"
"Ryan Michael",Deysher,3.13,81,2.00,59.00,20.00,9.00,0.00,13.00,"Composition and Research"
Aurelie,"Van de Wiele",3.19,215,7.00,46.00,32.00,12.00,2.00,5.00,"A Table! The French and Their Food Elementary French I Francophone Topics French Conversation French Grammar and Composition Intermediate and Applied French Intermediate French Masterpieces of French Literature"
"Melissa Dawn",Olson,2.88,291,10.00,29.00,35.00,20.00,4.00,5.00,"Clinical Microbiology I Clinical Microbiology II Human Pathophysiology for Health Care Majors Medical Terminology Safety in the Biological, Chemical and Clinical Laboratory"
Kwonchan,Jeon,3.16,221,2.00,45.00,34.00,16.00,3.00,3.00,"Foundations of Public Health Education Measurement and Evaluation of Health Programs Planning and Assessing Health Programs"
"Viktoria Valerieva",Basham,3.04,58,11.00,28.00,42.00,18.00,4.00,0.00,"Critical Thinking and Writing"
"Haleigh N",LaChance,2.98,106,2.00,34.00,37.00,21.00,5.00,2.00,"Intermediate Business Statistics"
Yuriy,Bulka,1.38,131,36.00,5.00,6.00,22.00,12.00,22.00,"College Algebra and Trigonometry Modern Statistics with Computer Analysis"
"Rachel Lynn",Weber,2.79,162,0.00,12.00,60.00,28.00,3.00,0.00,"Health Assessment Senior Seminar"
"Mia King",Waldron,3.03,176,0.00,25.00,56.00,20.00,2.00,0.00,"Community Health Nursing: A Rural Perspective Nursing Care of Children and Adolescents: A Family Centered Approach Nursing of Childbearing and Childrearing Families Psychiatric Mental Health"
"Nicholas W",Troup,3.05,1122,5.00,41.00,31.00,16.00,4.00,5.00,"General Physics I General Physics II Intermediate Special Topics in Physics Introduction to Astronomy Physics I Physics II Principles of Astronomy"
"Sharon E.",Nolte,3.79,20,5.00,75.00,20.00,0.00,0.00,0.00,"Social Work Practice II"
"Linda Denise",Houser,3.59,51,0.00,71.00,26.00,0.00,0.00,4.00,"Foundations of Research-Based Social Work Practice Social Work Research II"
"Ethel Mylene","Barja Cuyutupa",3.25,88,6.00,52.00,29.00,8.00,2.00,6.00,"Elementary Spanish I Topics in Spanish"
Ricardo,"Vazquez Diaz",3.04,105,4.00,40.00,30.00,24.00,0.00,4.00,"Elementary Spanish II Survey of Latin American Literature Topics in Spanish"
"Jerome J","De Ridder",3.34,65,0.00,39.00,57.00,5.00,0.00,0.00,"Introduction to Managerial Accounting"
"James E.","Gregory Jr",2.79,122,13.00,13.00,51.00,21.00,2.00,3.00,"Cost Accounting I Introduction to Managerial Accounting"
"Bruce Anthony",Abresch,1.93,31,7.00,10.00,20.00,30.00,26.00,10.00,"Introduction to Managerial Accounting"
"Douglas W",McCabe,2.93,206,4.00,27.00,42.00,24.00,4.00,1.00,"Legal Environment"
"Thomas George",Keeton,3.11,551,4.00,34.00,44.00,18.00,0.00,2.00,"Cost Accounting I Fraud Examination"
"Jon J",Boroughs,3.48,133,3.00,68.00,20.00,4.00,4.00,4.00,"Archaeology of the Chesapeake in the Atlantic World Biological Anthropology and Archaeology Cultural Anthropology and Linguistics Cultural Anthropology Survey Topics in History"
Evan,Fitzgerald,3.72,302,1.00,78.00,19.00,2.00,0.00,2.00,"Art Appreciation Digital Design and Layout Drawing I Graphic Design III Painting I"
"David L.",Gladden,3.41,440,6.00,65.00,16.00,10.00,1.00,5.00,"Design Principles New Media I New Media II"
Jinchul,Kim,3.74,334,2.00,76.00,20.00,3.00,0.00,0.00,"Drawing III Painting I Painting II Painting III Senior Exhibition"
"Paul Q.",Flexner,3.38,317,5.00,63.00,19.00,7.00,2.00,6.00,"Drawing I Drawing II Graphic Design Agency Graphic Design II Graphic Design III Illustration Painting I"
"Allison B",Seth,3.60,518,2.00,68.00,24.00,6.00,1.00,1.00,"Advanced Study in Art Design Principles Graphic Design Agency Graphic Design I Graphic Design II Graphic Design III"
"Mary R",Tovornik,2.60,10,0.00,40.00,10.00,20.00,30.00,0.00,"Clinical Pathology"
"Jenny L",Toonstra,2.74,48,3.00,30.00,34.00,21.00,11.00,5.00,"Clinical Pathology Clinical Rehabilitation and Administration Foundations of Athletic Training"
"Matthew J",Lipka,3.32,35,3.00,58.00,18.00,20.00,3.00,0.00,"Athletic Training Practicum Clinical Rehabilitation and Administration Foundations of Athletic Training"
"Betty Lou",Smith,2.38,1429,4.00,12.00,35.00,35.00,12.00,5.00,"Fundamentals of Biology"
"Reema A",Persad-Clem,2.59,98,8.00,24.00,35.00,18.00,9.00,10.00,"Biology and Society Biology: Concepts and Methods Topics in the Natural Sciences"
"Christina G",Camillo,2.85,884,4.00,20.00,51.00,22.00,4.00,2.00,"Clinical Microbiology I Clinical Microbiology II Clinical Seminar Diagnostic Immunology Introduction to Transfusion Services Issues in the Natural Sciences Medical Terminology Organization and Management of the Laboratory Safety in the Biological, Chemical and Clinical Laboratory"
Claudia,Morrison-Parker,2.54,839,8.00,18.00,32.00,33.00,6.00,6.00,"Biology: Concepts and Methods Fundamentals of Human Anatomy and Physiology Human Anatomy and Physiology I Human Anatomy and Physiology II"
"Floyd L.",Erickson,2.37,485,11.00,19.00,23.00,28.00,15.00,6.00,"Biology: Concepts and Methods Biotechnology Issues in the Natural Sciences Molecular Genetics"
"Ronald L.","Gutberlet Jr",2.95,58,4.00,35.00,33.00,23.00,4.00,4.00,"Biology: Concepts and Methods Topics in the Natural Sciences"
"Barbara J.",Pollock,3.09,231,2.00,39.00,36.00,22.00,3.00,1.00,"Medical Microbiology Microbiology"
"Christopher H.",Briand,2.47,763,5.00,21.00,31.00,27.00,11.00,8.00,"Advanced Special Topics in Biology Economic Botany Introduction to Plant Biology Plant Anatomy"
"Ann M.",Barse,2.45,797,12.00,17.00,30.00,26.00,9.00,8.00,"Biology Seminar Parasitology The Biology of Fishes Zoology"
"Dana Leigh",Price,2.62,635,9.00,19.00,35.00,29.00,7.00,4.00,"Advanced Special Topics in Biology with Lab Biology and Society Entomology Parasitology Zoology"
"Aaron S.",Hogue,2.50,1269,10.00,21.00,29.00,27.00,8.00,8.00,"Conservation Biology Environmental Science: Concepts and Methods Human Anatomy and Physiology I Mammalogy"
"Wanda S.",Perkins,3.25,1135,2.00,49.00,33.00,15.00,3.00,2.00,Nutrition
"Victor A.",Miriel,2.35,1039,24.00,12.00,25.00,24.00,10.00,7.00,"Biology and Society Biology: Concepts and Methods Human Anatomy and Physiology I Human Anatomy and Physiology II Nutrition Pathophysiology Vascular Biology"
"Patti T",Erickson,2.36,216,10.00,20.00,25.00,25.00,13.00,9.00,"Advanced Special Topics in Biology Biology: Concepts and Methods Cell Biology"
"Kimberly L",Hunter,2.35,757,6.00,10.00,38.00,32.00,8.00,8.00,"Genetic Analysis Introduction to Biology: Molecular and Cellular Biology"
"Roman V.",Jesien,3.04,25,0.00,40.00,32.00,24.00,0.00,4.00,"Estuarine Ecology"
"Sarah A",Timko-Jodlbauer,3.25,269,3.00,40.00,48.00,9.00,2.00,2.00,"Introduction to Business"
"Scott P",Phillips,3.77,372,1.00,79.00,20.00,2.00,1.00,0.00,"Purchasing and Materials Management"
"Thomas E.",Boudreau,3.44,777,6.00,59.00,27.00,6.00,2.00,4.00,"Foundations of Conflict and Conflict Resolution Resolving Environmental Conflict Studies in Conflict Analysis and Dispute Resolution Theories of Conflict and Conflict Resolution"
"Jacques L.",Koko,3.71,560,2.00,76.00,20.00,2.00,1.00,2.00,"Cross-Cultural Conflict Analysis and Intervention Foundations of Conflict and Conflict Resolution Research Methods Special Topics Studies in Conflict Analysis and Dispute Resolution"
"Katherine R.",Miller,2.00,666,17.00,8.00,24.00,28.00,13.00,13.00,"Biochemistry I Chemistry Seminar Chemistry: A Humanistic Perspective General Chemistry I General Chemistry II"
"Edward G.",Senkbeil,2.75,167,6.00,25.00,36.00,24.00,8.00,4.00,"Biochemistry I General Chemistry II"
"Jose I","Juncosa Jr",2.36,991,11.00,15.00,31.00,27.00,10.00,9.00,"Advanced Topics in Organic Chemistry General Chemistry I General Chemistry II Organic Chemistry I Organic Chemistry II"
Yi-Ju,Chen,3.63,21,10.00,67.00,15.00,10.00,0.00,0.00,"Elementary Chinese I"
"Elisabeth Raquel",Mason,2.79,180,2.00,26.00,44.00,17.00,8.00,5.00,"Communication Research Fundamentals of Communication"
"Haven P.",Simmons,2.78,674,3.00,18.00,47.00,30.00,3.00,2.00,"Communication Seminar Fundamentals of Communication Interviewing Issues in the Humanities Media and Criminal Justice Public Relations Cases and Strategies Sports Communication Writing for the Professions"
"Jason Ernest",Curtin,3.94,125,0.00,97.00,2.00,1.00,0.00,1.00,"Business and Professional Communications Freshman Seminar Fundamentals of Communication"
"Christine N.",Egan,3.38,599,1.00,54.00,33.00,12.00,1.00,2.00,"Communication Research Communication Seminar Communication, Gender and Culture Family Communication Introduction to Human Communication Studies Introduction to Mass Media Nonverbal Communication Political Communication Relational Communication"
"James A",Burton,3.18,1102,2.00,43.00,38.00,16.00,1.00,3.00,"Cinema and Society Communication Seminar Critical Issues in New Media Introduction to Mass Media Mass Communication Law Mass Media Management Studies in Mass Media The Mass Media in Society"
"Kelley J",Rouse,2.90,87,5.00,29.00,37.00,26.00,2.00,4.00,"Writing for Media"
"Jesse Alan",Campbell,3.73,80,2.00,88.00,5.00,2.00,2.00,4.00,"Beginning Audio Production Introduction to Music Technology"
"Colleen M",Clark,3.00,446,3.00,37.00,36.00,19.00,4.00,4.00,"Advanced Audio Production Beginning Audio Production Ear Training for Recording Engineers Introduction to Music Technology Live Sound Production Music Acoustics Topics in Audio Production"
"Vanessa Dawn",Junkin,2.52,34,3.00,21.00,36.00,27.00,3.00,12.00,"Fundamentals of Communication Introduction to Journalism and Public Relations"
"Jody D.",Morrison,3.45,56,0.00,70.00,13.00,15.00,0.00,4.00,"Internship in Communication Journalism/Public Relations Practicum"
"Paul E.",Scovell,2.93,848,7.00,22.00,49.00,22.00,1.00,3.00,"Business and Professional Communications Communicating on the Web Conference and Meeting Management Enviromental Communication Environmental Communication Event Planning and Communication Introduction to Public Relations Managerial Communication Media Design and Layou Media Design and Layout Public Relations Writing Special Topics in Human Communication Studies Writing for the Professions"
Andrew,Sharma,3.38,599,3.00,57.00,30.00,9.00,3.00,2.00,"Advanced Audio Production Advanced Television Studio Production Advertising Campaigns Beginning Audio Production Communication Seminar Digital Filmmaking Directing for the Camera Documentary Production Studies in Media Production Video Field Production"
"Darrell G.",Mullins,3.27,1032,4.00,46.00,38.00,10.00,1.00,4.00,"Applied Organizational Communication Business and Professional Communications Communication Research Communication Seminar Communication, Gender and Culture Interpersonal Conflict Introduction to Human Communication Studies Managerial Communication Musical Theatre Workshop Persuasion and Argumentation Relational Communication Rhetoric and Public Presentation Theatre Appreciation"
"Maarten L.",Pereboom,2.94,139,3.00,32.00,40.00,19.00,6.00,3.00,"Communication Seminar Holocaust: The Extermination of the European Jews The Cold War: A Global History The Second World War: A Global History"
